slot_id,zone,slot_type,distance_m,walking_time_min,parking_fee,occupancy,availability,distance_destination_m,traffic_level,weather,ev_charging,reserved,recommended
S087,B,Compact,566,9.23,10,83,1,1042,Low,Cloudy,0,0,0
S006,B,Standard,511,8.41,100,20,1,964,Low,Cloudy,0,0,0
S068,C,Standard,952,15.67,30,100,1,470,Low,Cloudy,0,0,0
S018,A,Standard,230,3.4,20,96,1,368,Low,Clear,0,0,1
S073,A,Compact,194,3.22,10,93,1,237,Medium,Clear,0,0,1
S029,B,Standard,876,14.4,100,14,0,211,Medium,Cloudy,0,0,0
S077,D,EV,314,5.26,50,86,0,178,High,Rain,1,0,0
S059,C,EV,784,13.58,50,83,0,353,Low,Clear,1,0,0
S047,C,Standard,455,7.55,40,58,0,1162,Low,Cloudy,0,0,0
S017,B,EV,862,14.14,100,60,1,966,Low,Clear,1,0,0
S096,A,Standard,897,14.87,60,45,1,971,Low,Rain,1,0,0
S022,B,Standard,533,8.92,20,25,1,1109,Low,Cloudy,0,0,1
S068,B,Standard,531,8.8,50,16,0,200,Low,Clear,0,0,0
S069,B,Compact,286,4.6,10,98,1,642,Low,Clear,0,0,1
S037,B,Standard,574,9.07,60,53,0,96,Medium,Cloudy,0,0,0
S049,D,EV,388,6.66,60,35,1,989,Medium,Cloudy,1,0,0
S013,D,Standard,317,5.02,50,45,0,709,Low,Cloudy,0,0,0
S034,A,Standard,981,16.79,30,62,0,280,Low,Clear,0,0,0
S086,B,Large,315,5.14,30,53,1,1051,Medium,Cloudy,0,0,0
S053,D,Standard,577,9.46,30,21,1,214,High,Rain,0,0,1
S087,A,Standard,141,2.21,100,99,0,773,Low,Rain,0,0,0
S051,B,Compact,297,5.0,60,77,0,869,Medium,Clear,0,0,0
S003,C,Standard,68,1.0,30,32,1,1139,Medium,Clear,0,0,1
S042,D,Standard,921,15.15,30,97,1,1153,Medium,Clear,0,0,0
S098,A,Standard,439,7.5,60,39,0,189,High,Clear,0,0,0
S032,C,Standard,437,6.98,40,72,1,449,High,Cloudy,0,1,0
S051,B,EV,975,16.41,30,12,0,179,Low,Clear,1,1,0
S085,B,Large,664,11.31,40,89,1,1034,High,Clear,0,1,0
S046,B,Standard,144,2.6,40,43,1,815,Medium,Rain,1,0,1
S021,D,Standard,479,8.05,50,58,1,495,Medium,Clear,0,0,0
S044,A,Standard,844,13.53,60,53,1,78,Medium,Rain,0,0,0
S011,C,EV,990,16.14,10,50,1,848,High,Clear,1,0,0
S068,A,Standard,774,12.49,30,57,1,338,Medium,Clear,0,0,0
S001,D,Standard,86,1.32,10,80,1,1026,High,Clear,0,1,0
S092,A,Compact,442,7.38,20,17,1,149,Medium,Rain,0,0,1
S063,D,EV,622,10.01,100,16,1,471,Medium,Rain,1,0,0
S024,B,Standard,340,5.61,40,46,0,692,Medium,Cloudy,0,0,0
S099,C,Standard,923,15.59,80,64,1,743,Medium,Clear,0,0,0
S013,B,Standard,352,5.57,20,80,1,755,Medium,Clear,0,0,1
S098,A,Standard,805,13.17,40,59,1,67,Medium,Cloudy,0,0,0
S011,B,Compact,966,16.45,30,91,1,520,Medium,Rain,1,0,0
S100,C,Compact,450,7.22,20,30,0,772,High,Rain,0,0,0
S051,B,Compact,872,14.64,60,43,1,1080,Low,Cloudy,0,0,0
S017,C,Standard,393,6.92,50,58,0,468,Low,Cloudy,0,0,0
S099,C,Standard,912,14.85,100,36,1,429,Medium,Clear,0,0,0
S082,B,Standard,567,9.12,20,17,1,557,Medium,Clear,0,0,1
S086,D,Standard,426,7.03,100,43,0,163,Low,Clear,0,0,0
S024,A,Large,980,16.35,40,27,1,901,Medium,Clear,0,0,0
S019,D,Standard,867,14.26,60,60,1,560,High,Clear,0,0,0
S037,D,Standard,214,4.16,40,21,0,900,Medium,Clear,0,0,0
S085,B,Standard,62,1.19,10,95,1,1025,High,Cloudy,0,0,1
S008,A,Standard,74,1.0,80,60,1,663,High,Cloudy,0,0,1
S028,A,Standard,785,12.67,80,72,1,518,Low,Clear,0,0,0
S005,D,Large,172,2.85,20,49,0,142,Medium,Clear,0,0,0
S017,B,Standard,178,3.1,50,31,1,1175,Medium,Cloudy,1,0,1
S036,A,Compact,866,14.99,30,17,1,542,High,Rain,0,0,0
S019,D,Standard,683,11.41,10,37,1,812,Low,Clear,0,0,0
S064,A,Standard,596,9.86,20,59,1,1038,Low,Cloudy,1,0,0
S091,B,EV,644,10.44,10,56,1,528,Low,Clear,1,0,1
S098,B,Standard,358,6.08,20,65,1,926,Low,Clear,0,0,1
S011,B,Compact,485,8.39,80,41,1,216,Low,Clear,0,0,1
S054,A,Standard,231,3.31,30,20,1,189,Low,Clear,0,0,1
S045,C,Standard,637,10.64,30,30,0,143,Medium,Cloudy,0,0,0
S047,A,Large,665,10.78,80,35,1,625,Medium,Rain,0,0,0
S012,C,Large,793,12.81,100,23,1,1077,Low,Clear,0,0,0
S021,B,Large,864,14.91,50,88,1,655,Medium,Clear,1,0,0
S011,D,Compact,92,1.8,10,23,1,633,Low,Clear,0,0,1
S092,C,Standard,453,7.37,50,85,1,865,Low,Clear,0,0,0
S005,B,Compact,978,16.25,20,12,0,642,Medium,Clear,0,0,0
S081,B,Compact,654,10.8,30,66,0,735,Low,Clear,0,0,0
S056,C,Standard,705,11.41,30,16,0,1012,Low,Clear,0,0,0
S020,D,Standard,815,13.42,40,48,1,1036,Low,Cloudy,0,0,0
S041,B,Large,639,10.89,40,66,0,1125,High,Clear,1,0,0
S046,C,Standard,312,5.03,80,74,1,495,High,Cloudy,0,0,0
S012,D,Standard,119,2.12,50,34,1,286,Low,Clear,0,0,1
S070,D,Large,710,11.67,10,40,1,1117,Medium,Cloudy,1,1,0
S017,B,Standard,341,5.33,80,95,1,931,Low,Clear,0,0,0
S019,A,Standard,263,4.74,20,19,1,815,Low,Clear,1,0,1
S026,A,Compact,921,14.71,50,91,0,986,Low,Clear,0,0,0
S048,B,Standard,871,15.05,30,86,1,408,High,Rain,0,0,0
S052,D,Compact,196,3.57,30,81,0,695,Low,Cloudy,0,1,0
S096,B,Standard,74,1.29,100,18,0,739,Medium,Cloudy,0,0,0
S070,C,Standard,372,6.07,100,88,0,511,High,Clear,0,1,0
S055,A,Standard,158,2.52,30,17,0,150,Medium,Clear,0,0,0
S100,C,EV,742,12.43,20,28,0,741,High,Cloudy,1,0,0
S075,B,Standard,300,5.06,80,39,0,1033,High,Cloudy,0,0,0
S033,B,Standard,531,8.56,50,18,0,818,Medium,Clear,0,0,0
S062,D,Standard,764,12.75,20,92,1,317,Medium,Clear,0,0,0
S088,D,Standard,865,14.49,60,56,1,932,Medium,Cloudy,0,0,0
S023,D,Standard,731,12.09,100,55,1,457,High,Clear,0,0,0
S015,C,Standard,224,4.41,30,99,0,1110,Medium,Clear,0,0,0
S027,D,Standard,396,6.56,40,10,1,517,Low,Clear,0,0,1
S075,B,Standard,219,3.12,50,12,1,308,High,Clear,0,0,1
S064,D,Large,51,1.0,40,43,0,558,High,Cloudy,0,0,0
S081,A,Compact,695,11.79,50,34,1,358,Medium,Cloudy,0,0,0
S051,D,Standard,688,11.25,80,39,1,674,Medium,Cloudy,0,0,0
S053,C,Standard,607,9.82,30,10,1,159,Medium,Cloudy,1,0,1
S078,A,Compact,755,13.0,40,27,1,728,Low,Rain,1,0,0
S091,A,Compact,411,6.9,100,42,1,791,Low,Clear,0,0,0
S082,A,Standard,770,12.65,40,18,1,956,Low,Clear,1,0,0
S092,C,EV,345,4.92,50,16,0,317,Medium,Clear,1,0,0
S051,B,Standard,619,10.5,60,39,0,1105,Medium,Rain,0,0,0
S047,D,Standard,639,10.65,60,86,1,989,Low,Cloudy,0,1,0
S004,A,Standard,251,4.57,40,90,0,860,Low,Cloudy,0,0,0
S007,A,EV,338,5.3,40,22,0,153,Low,Clear,1,0,0
S035,A,Standard,111,1.74,80,22,0,1166,Medium,Clear,0,0,0
S048,B,Large,551,9.27,100,51,1,250,Low,Clear,0,0,0
S073,B,Standard,829,14.19,30,83,0,948,Low,Rain,0,0,0
S072,C,Standard,175,2.99,50,87,0,792,High,Clear,0,0,0
S045,B,Standard,98,1.42,50,72,1,974,Medium,Rain,0,0,1
S081,D,Large,649,11.21,10,78,1,646,Medium,Clear,1,0,0
S081,C,Standard,895,14.82,50,45,0,1108,Medium,Clear,0,0,0
S097,C,Standard,822,13.75,100,44,1,1190,Low,Clear,1,0,0
S096,D,Standard,228,4.03,100,55,1,737,Low,Rain,0,0,1
S072,D,Large,630,10.97,30,54,1,969,Medium,Clear,0,0,0
S019,D,Standard,928,15.58,40,65,0,837,Medium,Clear,1,0,0
S063,C,Standard,977,17.06,80,96,1,448,Medium,Clear,0,0,0
S038,C,Standard,542,9.01,10,14,1,646,Medium,Clear,1,0,1
S067,C,EV,482,8.12,80,53,0,166,Medium,Clear,1,0,0
S059,D,Large,621,10.16,80,37,1,411,Low,Rain,0,1,0
S069,D,Compact,351,5.95,40,96,0,253,High,Rain,0,0,0
S013,A,Standard,810,13.59,50,51,1,493,Low,Clear,0,0,0
S047,B,Standard,218,3.95,20,40,0,776,High,Rain,0,0,0
S061,A,EV,318,5.43,100,16,1,910,High,Clear,1,0,0
S031,D,Standard,413,6.73,40,16,0,917,Low,Clear,1,0,0
S080,C,Standard,673,11.29,60,13,1,816,High,Cloudy,1,0,0
S096,D,Standard,149,2.28,50,41,1,411,High,Clear,0,0,1
S022,B,EV,963,16.21,60,37,0,444,High,Rain,1,0,0
S093,A,Standard,264,4.23,30,65,1,297,Medium,Cloudy,0,0,1
S086,A,Compact,674,10.81,60,13,0,963,High,Clear,0,0,0
S043,C,Large,146,2.09,50,17,0,810,Medium,Cloudy,0,0,0
S067,A,Standard,868,14.11,10,23,1,705,High,Clear,0,0,0
S054,A,Standard,679,11.16,60,39,0,405,Medium,Clear,0,0,0
S010,D,EV,597,9.7,100,12,1,290,High,Clear,1,0,0
S042,A,EV,386,6.43,20,11,0,278,Medium,Clear,1,0,0
S064,A,Large,408,6.68,80,19,0,670,Medium,Cloudy,0,0,0
S021,A,Compact,339,5.8,20,79,1,980,High,Cloudy,0,0,0
S080,C,Standard,445,7.53,20,80,1,904,Medium,Rain,0,1,0
S076,C,EV,950,15.74,60,25,0,578,Low,Clear,1,0,0
S066,D,Standard,865,14.79,30,79,1,316,Low,Cloudy,0,0,0
S041,A,Large,409,6.54,20,89,0,269,High,Cloudy,0,0,0
S024,C,EV,396,6.9,40,100,1,1155,High,Clear,1,0,0
S035,C,Compact,173,2.93,80,85,0,610,Medium,Rain,0,0,0
S056,D,Large,601,9.9,100,95,0,1093,High,Clear,0,0,0
S030,B,Large,702,12.04,30,88,1,1110,Low,Cloudy,0,0,0
S057,A,Standard,587,9.95,50,31,0,431,Low,Cloudy,0,0,0
S094,C,Compact,703,11.39,10,44,0,88,Medium,Cloudy,0,0,0
S047,D,Standard,913,15.33,30,88,1,1182,Low,Rain,0,0,0
S035,D,Standard,956,16.04,80,96,1,478,Low,Rain,1,1,0
S019,D,Standard,471,8.15,80,58,1,1137,Medium,Rain,0,0,0
S008,C,Standard,385,6.59,10,11,1,840,Low,Cloudy,0,0,1
S026,A,Large,552,9.4,30,75,1,81,Medium,Clear,0,0,1
S071,B,EV,106,1.63,50,28,1,994,Low,Rain,1,0,1
S030,A,Standard,711,11.79,10,78,1,580,High,Cloudy,1,0,0
S007,D,Standard,928,15.39,80,13,0,155,High,Clear,0,0,0
S067,D,Standard,961,15.54,30,91,1,531,Medium,Rain,0,0,0
S065,B,EV,766,13.15,80,50,0,255,Low,Cloudy,1,0,0
S036,A,Standard,125,1.75,10,65,0,884,High,Clear,0,0,0
S025,D,Compact,515,8.66,20,64,1,138,Low,Clear,0,0,1
S037,D,EV,334,5.47,80,40,1,1084,Low,Rain,1,0,0
S001,A,Standard,771,12.78,20,31,0,1122,Low,Clear,0,0,0
S015,D,EV,435,7.45,60,84,0,945,High,Clear,1,1,0
S037,A,EV,999,16.42,20,57,1,192,High,Clear,1,0,0
S013,D,EV,819,13.79,40,89,1,256,High,Rain,1,0,0
S008,A,Standard,308,5.27,20,13,1,558,Medium,Cloudy,0,0,1
S005,B,Standard,526,8.53,20,30,0,54,Low,Cloudy,0,0,0
S060,D,Large,745,12.69,50,50,1,260,High,Clear,1,0,0
S073,B,Standard,889,15.23,100,54,0,78,Medium,Cloudy,1,0,0
S001,D,Compact,60,1.61,10,98,1,237,Low,Clear,0,0,1
S036,D,Standard,721,11.94,10,93,1,574,Low,Cloudy,1,0,0
S035,C,Standard,309,5.21,20,17,0,995,Low,Clear,0,0,0
S066,A,Standard,442,7.44,10,18,0,206,High,Rain,0,0,0
S063,B,Compact,649,11.02,30,27,1,129,Low,Clear,0,0,1
S023,B,Standard,418,7.49,60,40,1,709,Low,Clear,0,0,1
S009,B,Compact,233,4.03,80,44,0,675,Medium,Clear,0,1,0
S034,A,Standard,65,1.24,20,39,1,281,Low,Clear,0,0,1
S046,C,Compact,805,13.09,60,27,0,209,Low,Clear,0,0,0
S078,B,Compact,555,9.86,20,92,1,393,High,Cloudy,1,0,0
S004,A,Standard,135,2.11,40,50,0,254,Low,Clear,0,0,0
S030,D,Standard,760,11.87,60,33,1,1044,Medium,Cloudy,0,0,0
S095,B,Standard,59,1.0,30,95,0,887,Medium,Clear,0,0,0
S075,B,Standard,526,8.86,20,57,1,354,Low,Rain,0,0,1
S099,C,Compact,213,3.17,20,23,1,719,Medium,Clear,0,0,1
S072,B,Standard,73,1.23,10,28,0,449,Low,Rain,0,0,0
S003,B,Standard,625,9.97,20,69,1,155,Low,Cloudy,0,0,1
S014,D,Compact,361,6.11,60,31,0,1155,Low,Clear,0,0,0
S060,A,Standard,287,4.95,60,39,1,391,Low,Cloudy,0,0,1
S077,A,EV,511,8.57,20,24,0,1035,Medium,Rain,1,0,0
S045,C,Standard,511,8.31,20,30,1,1001,Low,Cloudy,0,0,1
S096,D,EV,906,15.36,20,35,1,98,Low,Clear,1,0,1
S034,A,Standard,287,4.66,40,21,0,255,High,Cloudy,1,0,0
S045,D,Standard,71,1.13,30,16,0,840,Low,Rain,0,1,0
S061,A,Standard,229,3.66,100,84,1,280,Low,Rain,0,0,1
S083,D,Standard,867,14.37,80,93,1,932,Medium,Cloudy,0,0,0
S016,C,Standard,608,10.69,100,44,1,775,High,Clear,0,0,0
S066,B,Standard,840,14.0,60,77,0,333,Low,Cloudy,0,0,0
S040,C,Compact,785,12.7,40,11,1,325,Low,Rain,1,0,1
S017,A,Standard,779,12.7,80,29,1,482,Low,Clear,0,0,0
S034,C,Large,548,9.05,10,56,1,682,Low,Clear,1,0,1
S016,B,Standard,524,8.49,50,93,1,265,Low,Cloudy,0,0,1
S060,C,EV,798,13.58,20,21,0,146,Low,Clear,1,0,0
S066,A,Standard,765,12.32,60,62,0,1004,Low,Rain,1,0,0
S066,A,Standard,388,6.43,80,26,0,1192,Low,Cloudy,1,0,0
S090,C,Standard,580,9.97,10,27,1,414,Low,Clear,0,0,1
S013,B,Standard,741,12.16,60,33,0,1057,Medium,Rain,0,0,0
S056,C,Standard,211,3.65,100,81,1,667,Low,Rain,0,0,1
S031,B,Standard,846,14.09,100,46,1,446,Low,Clear,0,0,0
S034,D,Compact,110,1.82,50,39,1,507,Medium,Cloudy,0,0,1
S039,B,EV,134,2.39,80,93,1,367,Low,Clear,1,0,1
S067,D,Standard,596,9.38,20,61,1,431,High,Clear,0,0,0
S008,C,EV,539,9.34,60,32,1,191,High,Clear,1,0,0
S087,B,EV,54,1.0,20,46,0,506,Low,Clear,1,0,0
S078,D,Large,125,2.42,50,83,1,550,Low,Rain,0,0,1
S055,D,Standard,302,5.16,40,33,1,372,Medium,Rain,1,0,1
S027,D,Standard,56,1.08,80,89,1,1049,Low,Clear,0,0,1
S093,A,Standard,730,12.65,50,59,1,317,High,Clear,1,1,0
S053,C,Compact,691,11.87,50,85,1,536,Low,Clear,1,0,0
S039,D,Standard,522,8.94,60,29,1,927,Medium,Rain,0,0,0
S065,B,Standard,187,3.03,100,56,1,728,Low,Cloudy,0,0,1
S017,D,Standard,407,6.68,80,27,1,63,Low,Cloudy,0,0,1
S030,A,Standard,861,14.6,30,35,1,1053,Low,Cloudy,1,0,0
S053,C,Compact,887,14.92,20,80,0,754,Medium,Clear,0,0,0
S013,A,Standard,652,10.96,80,52,1,204,Medium,Clear,0,0,0
S021,A,Compact,212,3.52,100,56,1,150,High,Clear,0,0,1
S019,A,Large,367,5.99,60,94,1,621,Low,Cloudy,0,0,0
S053,B,Standard,507,8.03,20,52,1,1116,Medium,Cloudy,0,1,0
S019,C,Standard,302,5.23,40,41,0,670,Medium,Clear,0,0,0
S057,C,Large,250,4.11,80,16,1,1064,Medium,Clear,0,0,1
S025,B,Standard,581,9.61,40,96,1,514,Low,Cloudy,0,0,0
S086,C,Standard,790,12.62,30,93,0,400,Medium,Clear,1,0,0
S031,A,Standard,724,12.09,30,93,1,283,High,Clear,0,0,0
S081,C,Compact,214,3.16,30,41,0,452,High,Clear,1,0,0
S055,B,Compact,281,4.55,100,99,0,400,Medium,Clear,0,0,0
S023,A,Standard,377,6.52,40,97,1,77,Low,Cloudy,0,0,1
S032,B,Standard,287,4.8,50,74,1,308,High,Clear,0,0,1
S062,D,Standard,169,2.79,100,67,0,669,High,Rain,1,0,0
S074,A,Large,999,16.43,60,62,1,925,Low,Clear,0,1,0
S010,A,Standard,912,15.04,20,99,1,592,High,Cloudy,0,1,0
S100,C,Large,944,16.21,20,43,0,502,High,Rain,1,0,0
S072,A,Standard,930,15.73,60,99,0,746,Low,Clear,0,0,0
S054,B,Compact,668,10.99,10,78,1,453,Medium,Clear,0,0,0
S052,C,Standard,299,4.95,40,65,1,1068,Medium,Clear,0,0,0
S020,D,Compact,385,6.49,40,75,0,1139,Medium,Clear,0,0,0
S032,B,Standard,333,5.68,30,41,0,932,Low,Cloudy,0,0,0
S014,D,Large,247,4.11,100,59,1,624,Low,Clear,0,0,1
S050,D,Standard,465,7.22,80,33,0,1174,Low,Clear,0,0,0
S028,D,Standard,781,13.01,80,55,1,472,Medium,Rain,0,0,0
S053,A,Standard,444,7.37,60,12,1,598,High,Cloudy,0,0,0
S024,B,Large,987,17.07,10,19,0,517,Medium,Clear,0,0,0
S079,B,Compact,200,4.14,10,15,1,160,Low,Clear,1,1,0
S022,A,Standard,847,14.31,40,61,1,202,High,Clear,0,1,0
S030,C,Compact,314,5.03,30,59,1,966,Low,Clear,0,0,1
S063,D,Compact,269,4.69,20,67,1,811,High,Clear,0,0,0
S004,B,EV,265,3.91,30,61,1,769,Medium,Cloudy,1,0,1
S077,A,Large,364,5.91,20,22,1,929,Medium,Clear,0,0,1
S059,D,Compact,717,11.46,80,68,1,731,Medium,Cloudy,0,0,0
S087,C,Standard,265,4.58,40,48,1,818,Low,Clear,1,0,1
S008,C,Large,384,6.04,100,62,1,328,Medium,Cloudy,0,0,0
S082,D,Compact,408,6.71,30,67,0,412,Low,Clear,0,0,0
S012,C,EV,675,11.24,10,29,0,650,Medium,Cloudy,1,0,0
S031,B,Standard,210,3.49,60,72,0,343,Medium,Clear,0,1,0
S078,B,Standard,864,14.26,50,19,1,920,Medium,Clear,0,0,0
S034,B,Standard,659,11.08,10,35,1,122,High,Cloudy,1,0,1
S082,C,Compact,560,8.96,80,28,1,308,Low,Clear,0,0,1
S098,B,EV,967,16.64,60,70,0,1178,Medium,Rain,1,0,0
S075,A,Standard,206,3.12,20,86,1,405,High,Cloudy,1,0,1
S076,B,Compact,211,3.53,40,43,0,620,Low,Clear,1,0,0
S049,B,Compact,91,1.7,30,93,1,622,High,Rain,0,1,0
S079,C,Compact,229,4.02,80,53,1,866,Low,Clear,0,1,0
S057,B,Standard,352,6.1,80,27,1,1143,Medium,Clear,0,0,0
S095,D,Large,379,5.84,40,81,1,496,High,Rain,0,0,0
S093,A,Standard,612,9.92,40,25,1,832,High,Rain,0,1,0
S026,C,Large,813,13.59,20,96,1,958,Low,Clear,0,0,0
S018,A,Standard,478,8.11,40,86,1,993,Low,Cloudy,0,1,0
S096,D,Standard,399,7.03,30,35,0,945,High,Clear,0,0,0
S086,C,Large,169,2.66,80,74,1,979,High,Cloudy,0,0,0
S038,C,Standard,124,1.8,10,75,1,686,Medium,Clear,0,0,1
S081,B,Standard,723,11.89,40,86,1,975,Low,Clear,0,0,0
S087,A,Compact,710,12.51,30,36,1,580,Medium,Clear,0,0,0
S088,D,Standard,172,3.32,30,13,1,168,Low,Clear,0,0,1
S050,D,Standard,702,11.65,20,60,1,115,High,Cloudy,0,0,0
S008,C,Standard,231,4.24,40,93,1,294,Medium,Clear,1,0,1
S041,B,Standard,970,15.99,80,12,1,106,Medium,Cloudy,0,0,0
S006,C,Standard,939,15.94,20,96,1,1117,Low,Cloudy,0,0,0
S069,C,Standard,838,13.55,10,75,1,573,Medium,Clear,0,0,0
S044,C,EV,306,5.21,10,25,1,473,Medium,Clear,1,0,1
S064,C,Standard,886,15.07,60,83,1,444,Medium,Clear,0,0,0
S029,D,Standard,806,13.34,100,37,1,499,High,Clear,1,0,0
S028,D,Standard,647,10.97,30,53,0,1003,Medium,Clear,0,0,0
S011,C,Standard,632,10.36,40,27,1,812,Low,Clear,0,0,0
S065,C,Compact,318,5.39,60,11,1,492,Medium,Clear,0,0,1
S019,B,Compact,542,8.89,80,87,1,1016,Medium,Cloudy,0,1,0
S009,C,Standard,229,4.06,30,53,1,941,Low,Clear,0,0,1
S027,D,Standard,840,13.62,80,29,1,583,Low,Cloudy,0,0,0
S034,A,Standard,198,3.0,40,65,0,206,Low,Clear,1,0,0
S044,D,Large,567,9.84,100,32,1,138,Medium,Cloudy,0,0,0
S068,B,Compact,197,2.55,20,69,1,251,Low,Clear,1,0,1
S100,D,Standard,893,14.69,10,80,1,1029,High,Clear,0,0,0
S082,A,Standard,729,12.11,60,54,0,511,Medium,Cloudy,0,0,0
S015,C,Compact,58,1.07,80,56,1,758,Medium,Clear,0,0,1
S051,A,Large,227,3.64,60,87,0,503,Medium,Clear,0,0,0
S013,C,EV,845,13.75,10,46,1,429,Medium,Cloudy,1,0,0
S083,C,Standard,444,7.77,20,17,1,450,Medium,Rain,0,0,1
S049,D,Standard,677,11.6,50,14,1,1152,Low,Clear,1,0,0
S070,D,Standard,657,10.84,50,32,0,600,Medium,Clear,0,0,0
S056,D,Large,380,5.8,80,19,0,985,Low,Clear,0,0,0
S076,B,EV,905,15.18,50,36,1,1062,High,Clear,1,0,0
S051,D,Standard,105,1.8,40,10,1,1027,Low,Cloudy,0,0,1
S037,B,Standard,256,4.07,60,80,1,710,Medium,Rain,0,0,0
S017,D,Standard,154,1.98,20,17,0,952,Medium,Clear,0,0,0
S058,C,Standard,596,9.85,40,20,0,494,Low,Clear,0,1,0
S087,B,Standard,770,13.06,40,37,1,101,Low,Rain,0,0,1
S090,A,Compact,842,14.31,80,43,0,378,Medium,Clear,1,0,0
S029,B,Standard,930,15.49,20,52,0,819,High,Clear,0,0,0
S033,B,Standard,404,6.55,40,93,1,547,Medium,Clear,0,0,0
S060,A,Compact,708,12.02,80,37,0,174,High,Clear,1,0,0
S091,B,Standard,538,8.63,60,58,0,253,Low,Clear,0,0,0
S089,C,Standard,848,13.73,20,70,0,817,Low,Clear,0,0,0
S055,D,Standard,642,10.67,100,46,1,692,Medium,Cloudy,0,0,0
S010,A,Large,552,9.66,50,12,1,1094,Low,Cloudy,0,0,0
S047,D,Large,99,2.13,50,18,1,639,Medium,Clear,0,0,1
S023,C,Standard,136,1.87,40,95,0,411,Medium,Rain,0,0,0
S085,A,Standard,752,12.4,10,98,1,410,High,Cloudy,0,1,0
S021,D,Standard,352,6.6,20,11,0,1189,Low,Clear,0,1,0
S013,D,Compact,50,1.0,30,32,1,104,Low,Clear,0,0,1
S033,C,Compact,430,7.65,80,60,1,341,High,Cloudy,0,0,0
S024,D,Large,699,11.94,100,26,1,1124,Low,Rain,0,0,0
S011,C,Standard,697,11.97,30,34,1,891,Medium,Clear,0,0,0
S017,B,EV,411,6.72,40,85,1,834,Medium,Clear,1,0,0
S068,C,EV,430,7.04,10,36,0,303,Low,Clear,1,1,0
S047,B,Large,715,11.64,20,29,1,541,Low,Cloudy,0,1,0
S025,A,Compact,211,3.76,50,82,1,1034,Low,Clear,1,0,1
S094,D,Standard,68,1.0,40,96,1,622,Low,Clear,0,0,1
S073,C,Standard,889,14.77,20,45,0,908,Medium,Cloudy,1,0,0
S021,C,Standard,292,5.36,20,37,1,1042,Low,Clear,0,0,1
S084,D,Standard,178,3.15,20,38,1,1010,Low,Clear,1,0,1
S083,D,Compact,225,4.05,10,51,1,274,Medium,Rain,0,0,1
S083,A,Compact,458,7.14,20,67,0,152,High,Clear,0,0,0
S012,A,EV,841,13.72,10,41,1,1019,High,Clear,1,1,0
S037,C,Standard,992,16.89,10,21,1,1121,High,Cloudy,0,0,0
S042,A,Standard,133,2.25,60,39,1,786,Medium,Clear,0,1,0
S017,B,Large,425,6.77,100,69,1,282,Low,Clear,0,0,1
S048,A,Standard,271,4.7,20,20,1,277,Medium,Cloudy,0,0,1
S028,A,Standard,374,6.07,60,93,1,1056,Low,Clear,0,0,0
S041,C,EV,500,9.09,50,20,1,571,Medium,Clear,1,0,1
S099,B,Large,465,7.93,60,89,1,62,Low,Clear,0,0,1
S047,A,Standard,706,11.49,100,59,1,494,Medium,Clear,1,0,0
S018,B,Large,494,8.5,60,10,0,389,Low,Rain,0,0,0
S078,B,Compact,667,11.6,100,98,1,647,Low,Rain,0,0,0
S099,B,Large,374,6.23,80,36,1,206,Medium,Clear,0,0,1
S071,D,Large,572,9.3,80,41,1,705,Medium,Clear,0,0,0
S013,D,Standard,215,3.6,80,15,0,1052,Low,Clear,0,0,0
S082,D,Compact,757,12.43,20,50,0,847,High,Clear,0,0,0
S013,D,Standard,792,13.12,50,45,1,540,Low,Cloudy,0,0,0
S100,C,Standard,708,11.38,40,48,0,884,High,Rain,0,0,0
S031,A,EV,920,15.6,30,96,1,1001,Medium,Clear,1,0,0
S002,D,Standard,287,4.44,40,39,1,406,Medium,Clear,0,0,1
S016,C,Compact,962,16.22,10,95,1,766,High,Clear,0,0,0
S009,A,Large,62,1.0,100,66,1,411,High,Cloudy,0,0,1
S073,D,EV,780,13.07,40,20,1,57,Low,Clear,1,0,1
S038,A,Large,306,4.96,30,99,1,521,Low,Clear,1,0,1
S075,D,Standard,563,9.44,100,96,0,221,Low,Rain,0,0,0
S054,C,Standard,259,4.45,30,12,1,145,Medium,Rain,0,0,1
S056,B,Standard,533,8.78,50,57,1,723,Medium,Clear,0,0,0
S086,B,Standard,414,6.38,80,15,0,657,Medium,Clear,0,0,0
S097,A,Standard,274,4.67,40,16,1,523,Low,Clear,0,0,1
S100,C,Compact,243,4.17,10,53,0,663,Medium,Clear,0,0,0
S087,B,Compact,245,3.65,60,70,0,738,Medium,Cloudy,0,0,0
S045,D,EV,449,7.19,60,63,0,947,Medium,Cloudy,1,0,0
S034,B,Compact,821,13.58,10,60,0,159,Medium,Cloudy,0,0,0
S009,A,Compact,106,1.08,50,95,1,759,Medium,Clear,0,0,1
S088,A,Standard,674,11.45,100,57,1,1014,Medium,Cloudy,0,0,0
S008,C,Standard,262,4.22,60,70,0,920,High,Clear,1,0,0
S007,A,Standard,328,5.55,50,49,1,698,Low,Clear,0,0,1
S036,B,Large,805,13.1,60,12,0,398,Medium,Cloudy,0,1,0
S018,B,Standard,429,7.76,60,39,1,512,Low,Rain,0,0,1
S003,B,Compact,166,2.34,40,33,0,934,Low,Clear,0,0,0
S028,B,Compact,947,15.63,50,76,0,295,High,Clear,0,0,0
S070,C,Standard,500,8.69,30,11,1,1183,Medium,Clear,1,1,0
S044,D,Standard,648,10.46,10,53,0,847,High,Clear,0,1,0
